Mod:Item:MetaData, Localized Name
harvestcraft:gingerbreaditem, Имбирный хлеб
harvestcraft:gingersnapsitem, Имбирное печенье
harvestcraft:candiedgingeritem, Засахаренный имбирь
harvestcraft:mustarditem, Горчица
harvestcraft:softpretzelandmustarditem, Мягкий брецель и горчица
harvestcraft:spicymustardporkitem, Свинина в острой горчице
harvestcraft:spicygreensitem, Пряная зелень
harvestcraft:garlicbreaditem, Хлеб с чесноком
harvestcraft:garlicmashedpotatoesitem, Картофельное пюре с чесноком
harvestcraft:garlicchickenitem, Курица с чесноком
harvestcraft:summerradishsaladitem, Летний салат с редисом
harvestcraft:summersquashwithradishitem, Летняя тыква с редисом
harvestcraft:celeryandpeanutbutteritem, Сельдерей и арахисовое масло
harvestcraft:chickencelerycasseroleitem, Куриная запеканка с сельдереем
harvestcraft:peasandceleryitem, Горох и сельдерей
harvestcraft:celerysoupitem, Суп из сельдерея
harvestcraft:zucchinibreaditem, Хлеб из цуккини
harvestcraft:zucchinifriesitem, Цуккини фри
harvestcraft:zestyzucchiniitem, Пикантный цуккини
harvestcraft:zucchinibakeitem, Выпечка из цуккини
harvestcraft:asparagusquicheitem, Киш со спаржей
harvestcraft:asparagussoupitem, Суп со спаржей
harvestcraft:walnutraisinbreaditem, Хлеб с изюмом и грецкими орехами
harvestcraft:candiedwalnutsitem, Засахаренные грецкие орехи
harvestcraft:brownieitem, Брауни
harvestcraft:papayasmoothieitem, Папаевый смузи
harvestcraft:papayayogurtitem, Папаевый йогурт
harvestcraft:starfruitsmoothieitem, Смузи из карамболы
harvestcraft:starfruityogurtitem, Йогурт из карамболы
harvestcraft:guacamoleitem, Гуакамоле
harvestcraft:creamofavocadosoupitem, Крем-суп из авокадо
harvestcraft:avocadoburritoitem, Буррито с авокадо
harvestcraft:poachedpearitem, Груша-пашот
harvestcraft:fruitcrumbleitem, Фруктовая крамбль
harvestcraft:pearyogurtitem, Грушевый йогурт
harvestcraft:plumyogurtitem, Сливовый йогурт
harvestcraft:bananasplititem, Банановый сплит
harvestcraft:banananutbreaditem, Хлеб с бананом и орехами
harvestcraft:bananasmoothieitem, Банановый смузи
harvestcraft:bananayogurtitem, Банановый йогурт
harvestcraft:coconutmilkitem, Кокосовое молоко
harvestcraft:chickencurryitem, Куриное карри
harvestcraft:coconutshrimpitem, Креветки в кокосовом молоке
harvestcraft:coconutyogurtitem, Кокосовый йогурт
harvestcraft:orangechickenitem, Курица с апельсином
harvestcraft:orangesmoothieitem, Апельсиновый смузи
harvestcraft:orangeyogurtitem, Апельсиновый йогурт
harvestcraft:peachcobbleritem, Персиковый коблер
harvestcraft:peachsmoothieitem, Персиковый смузи
harvestcraft:peachyogurtitem, Персиковый йогурт
harvestcraft:keylimepieitem, Лаймовый пирог
harvestcraft:limesmoothieitem, Лаймовый смузи
harvestcraft:limeyogurtitem, Лаймовый йогурт
harvestcraft:mangosmoothieitem, Манговый смузи
harvestcraft:mangoyogurtitem, Манговый йогурт
harvestcraft:pomegranatesmoothieitem, Гранатовый смузи
harvestcraft:pomegranateyogurtitem, Гранатовый йогурт
harvestcraft:vanillayogurtitem, Ванильный йогурт
harvestcraft:cinnamonrollitem, Коричная плюшка
harvestcraft:frenchtoastitem, Французкий тост
harvestcraft:marshmellowsitem, Маршмэллоу
harvestcraft:donutitem, Пончик
harvestcraft:chocolatedonutitem, Шоколадный пончик
harvestcraft:powdereddonutitem, Посыпанный пончик
harvestcraft:jellydonutitem, Пончик с желе
harvestcraft:frosteddonutitem, Глазированный пончик
harvestcraft:cactussoupitem, Кактусовый суп
harvestcraft:wafflesitem, Вафли
harvestcraft:seedsoupitem, Суп из семян
harvestcraft:softpretzelitem, Мягкий брецель
harvestcraft:jellybeansitem, Мармеладные бобы
harvestcraft:biscuititem, Бисквит
harvestcraft:creamcookieitem, Кремовое печенье
harvestcraft:jaffaitem, Яффа-торт
harvestcraft:friedchickenitem, Жареный цыплёнок
harvestcraft:footlongitem, Длинный хот-дог
harvestcraft:blueberryyogurtitem, Черничный йогурт
harvestcraft:lemonyogurtitem, Лимонный йогурт
harvestcraft:cherryyogurtitem, Вишёнвый йогурт
harvestcraft:strawberryyogurtitem, Клубничный йогурт
harvestcraft:grapeyogurtitem, Виноградный йогурт
harvestcraft:chocolateyogurtitem, Шоколадный йогурт
harvestcraft:blackberrycobbleritem, Ежевичный коблер
harvestcraft:blackberrysmoothieitem, Ежевичный смузи
harvestcraft:blackberryyogurtitem, Ежевичный йогурт
harvestcraft:chocolatemilkitem, Шоколадное молоко
harvestcraft:pumpkinyogurtitem, Тыквенный йогурт
harvestcraft:raspberrypieitem, Малиновый пирог
harvestcraft:raspberrysmoothieitem, Малиновый смузи
harvestcraft:raspberryyogurtitem, Малиновый йогурт
harvestcraft:cinnamonsugardonutitem, Пончик с корицей и сахаром
harvestcraft:melonyogurtitem, Арбузный йогурт
harvestcraft:kiwismoothieitem, Кивиевый смузи
harvestcraft:kiwiyogurtitem, Кивиевый йогурт
harvestcraft:plainyogurtitem, Обычный йогурт
harvestcraft:appleyogurtitem, Яблочный йогурт
harvestcraft:saltedsunflowerseedsitem, Солёные семечки подсолнуха
harvestcraft:sunflowerwheatrollsitem, Плюшка с семечками подсолнуха
harvestcraft:sunflowerbroccolisaladitem, Салат с брокколи и семечками подсолнуха
harvestcraft:cranberrysauceitem, Клюквенный сироп
harvestcraft:cranberrybaritem, Клюквенная плитка
harvestcraft:peppermintitem, Перечная мята
harvestcraft:blackpepperitem, Чёрный перец
harvestcraft:groundcinnamonitem, Молотая корица
harvestcraft:groundnutmegitem, Молотый мускатный орех
harvestcraft:oliveoilitem, Растительное масло
harvestcraft:baklavaitem, Баклава
harvestcraft:gummybearsitem, Мармеладные мишки
harvestcraft:fruitpunchitem, Фруктовый пунш
harvestcraft:meatystewitem, Мясное рагу
harvestcraft:mixedsaladitem, Смешанный салат
harvestcraft:pinacoladaitem, Пинья колада
harvestcraft:saladdressingitem, Приправа к салату
harvestcraft:shepardspieitem, Пастуший пирог
harvestcraft:eggnogitem, Эгг-ног
harvestcraft:custarditem, Кастард
harvestcraft:sushiitem, Суши
harvestcraft:gardensoupitem, Садовый суп
harvestcraft:applejellyitem, Яблочное желе
harvestcraft:applejellysandwichitem, Сэндвич с яблочным желе
harvestcraft:blackberryjellyitem, Ежевичное желе
harvestcraft:blackberryjellysandwichitem, Сэндвич с ежевичным желе
harvestcraft:blueberryjellyitem, Черничное желе
harvestcraft:blueberryjellysandwichitem, Сэндвич с черничным желе
harvestcraft:cherryjellyitem, Вишнёвое желе
harvestcraft:cherryjellysandwichitem, Сэндвич с вишнёвым желе
harvestcraft:cranberryjellyitem, Клюквенное желе
harvestcraft:cranberryjellysandwichitem, Сэндвич с клюквенным желе
harvestcraft:kiwijellyitem, Кивиевое желе
harvestcraft:kiwijellysandwichitem, Сэндвич с кивиевым желе
harvestcraft:lemonjellyitem, Лимонное желе
harvestcraft:lemonjellysandwichitem, Сэндвич с лимонным желе
harvestcraft:limejellyitem, Лаймовое желе
harvestcraft:limejellysandwichitem, Сэндвич с лаймовым желе
harvestcraft:mangojellyitem, Манговое желе
harvestcraft:mangojellysandwichitem, Сэндвич с манговым желе
harvestcraft:orangejellyitem, Апельсиновое желе
harvestcraft:orangejellysandwichitem, Сэндвич с апельсиновым желе
harvestcraft:papayajellyitem, Папайевое желе
harvestcraft:papayajellysandwichitem, Сэндвич с папайевым желе
harvestcraft:peachjellyitem, Персиковое желе
harvestcraft:peachjellysandwichitem, Сэндвич с персиковым желе
harvestcraft:pomegranatejellyitem, Гранатовое желе
harvestcraft:pomegranatejellysandwichitem, Сэндвич с гранатовым желе
harvestcraft:raspberryjellyitem, Малиновое желе
harvestcraft:raspberryjellysandwichitem, Сэндвич с малиновым желе
harvestcraft:starfruitjellyitem, Желе из карамболы
harvestcraft:starfruitjellysandwichitem, Сэндвич с желе из карамболы
harvestcraft:strawberryjellyitem, Клубничное желе
harvestcraft:strawberryjellysandwichitem, Сэндвич с клубничным желе
harvestcraft:watermelonjellyitem, Арбузное желе
harvestcraft:watermelonjellysandwichitem, Сэндвич с арбузным желе
harvestcraft:bubblywateritem, Газированная вода
harvestcraft:cherrysodaitem, Вишнёвая газировка
harvestcraft:colasodaitem, Кола
harvestcraft:gingersodaitem, Имбирный эль
harvestcraft:grapesodaitem, Виноградная газировка
harvestcraft:lemonlimesodaitem, Газировка лимон-лайм
harvestcraft:orangesodaitem, Апельсиновая газировка
harvestcraft:rootbeersodaitem, Корневое пиво
harvestcraft:strawberrysodaitem, Клубничная газировка
harvestcraft:caramelicecreamitem, Карамельное мороженое
harvestcraft:mintchocolatechipicecreamitem, Mint Chocolate Chip Ice Cream
harvestcraft:strawberryicecreamitem, Клубничное мороженое
harvestcraft:vanillaicecreamitem, Ванильное мороженое
harvestcraft:gingerchickenitem, Курятина с имбирём
harvestcraft:oldworldveggiesoupitem, Овощной суп старого света
harvestcraft:spicebunitem, Приправленная булочка
harvestcraft:gingeredrhubarbtartitem, Пирог с ревенем и имбирём
harvestcraft:lambbarleysoupitem, Суп из ягнёнка и ячменя
harvestcraft:honeylemonlambitem, Ягнёнок с мёдом и лимоном
harvestcraft:pumpkinoatsconesitem, Тыквенные овсяные Булочки
harvestcraft:beefjerkyitem, Вяленая говядина
harvestcraft:ovenroastedcaulifloweritem, Жаренная цветная капуста
harvestcraft:leekbaconsoupitem, Суп с луком-пореем и беконом
harvestcraft:herbbutterparsnipsitem, Пастернак с маслом и травой
harvestcraft:scallionbakedpotatoitem, Запечённый картофель с луком-шалотом
harvestcraft:soymilkitem, Соевое молоко
harvestcraft:firmtofuitem, Firm Tofu
harvestcraft:silkentofuitem, Мягкий тофу
harvestcraft:bamboosteamedriceitem, Рис пропаренный бамбуком
harvestcraft:roastedchestnutitem, Жареный каштан
harvestcraft:sweetpotatosouffleitem, Суфле из сладкого картофеля
harvestcraft:cashewchickenitem, Курица с кешью
harvestcraft:apricotyogurtitem, Абрикосовый йогурт
harvestcraft:apricotglazedporkitem, Свинина глазированная в абрикосе
harvestcraft:apricotjellyitem, Абрикосовое желе
harvestcraft:apricotjellysandwichitem, Сэндвич с абрикосовым желе
harvestcraft:apricotsmoothieitem, Абрикосовый смузи
harvestcraft:figbaritem, Плитка инжира
harvestcraft:figjellyitem, Инжирное желе
harvestcraft:figjellysandwichitem, Сэндвич с ижирном желе
harvestcraft:figsmoothieitem, Инжирный смузи
harvestcraft:figyogurtitem, Инжирный йогурт
harvestcraft:grapefruitjellyitem, Грейпфрутовое желе
harvestcraft:grapefruitjellysandwichitem, Сэндвич с грейпфрутовым желе
harvestcraft:grapefruitsmoothieitem, Грейпфрутовый смузи
harvestcraft:grapefruityogurtitem, Грейпфрутовый йогурт
harvestcraft:grapefruitsodaitem, Грейпфрутовая газировка
harvestcraft:citrussaladitem, Цитрусовый салат
harvestcraft:pecanpieitem, Пирог с орехами пекан
harvestcraft:pralinesitem, Пралины
harvestcraft:persimmonyogurtitem, Хурмовый йогурт
harvestcraft:persimmonsmoothieitem, Хурмовый смузи
harvestcraft:persimmonjellyitem, Хурмовое желе
harvestcraft:persimmonjellysandwichitem, Сэндвич с хурмовым желе
harvestcraft:pistachiobakedsalmonitem, Запечённый лосось с фисташками
harvestcraft:baconwrappeddatesitem, Финики обёрнутые беконом
harvestcraft:datenutbreaditem, Хлеб с фиником и орехами
harvestcraft:maplesyruppancakesitem, Блины с кленовым сиропом
harvestcraft:maplesyrupwafflesitem, Вафли с кленовым сиропом
harvestcraft:maplesausageitem, Колбаса с кленовым сиропом
harvestcraft:mapleoatmealitem, Овсянка с кленовым сиропом
harvestcraft:peachesandcreamoatmealitem, Овсянка с персиками и кремом
harvestcraft:cinnamonappleoatmealitem, Овсянка с корицей и яблоком
harvestcraft:maplecandiedbaconitem, Бекон засахаренный клёном
harvestcraft:toastsandwichitem, Сэндвич из тостов
harvestcraft:potatoandcheesepirogiitem, Пирог с картошкой и сыром
harvestcraft:zeppoleitem, Пончик
harvestcraft:sausageinbreaditem, Колбаса в хлебе
harvestcraft:chocolatecaramelfudgeitem, Шоколадный карамельный фадж
harvestcraft:lavendershortbreaditem, Лавандовый коржик
harvestcraft:beefwellingtonitem, Биф Веллингтон
harvestcraft:epicbaconitem, Эпический бекон
harvestcraft:manjuuitem, Мандзю
harvestcraft:chickengumboitem, Куриный гамбо
harvestcraft:generaltsochickenitem, Курица генерала Тсо
harvestcraft:californiarollitem, Ролл "Калифорния"
harvestcraft:futomakiitem, Футомаки
harvestcraft:vegemiteitem, Веджимайт
harvestcraft:honeycombchocolatebaritem, Шоколадно-медовая плитка
harvestcraft:cherrycoconutchocolatebaritem, Вишнёвая-шоколадно-кокосовая плитка
harvestcraft:fairybreaditem, Эльфийский хлеб
harvestcraft:timtamitem, Печенье "Тим Там"
harvestcraft:damperitem, Содовый хлеб "Дампер"
harvestcraft:gherkinitem, Корнишон
harvestcraft:ceasarsaladitem, Салат "Цезарь"
harvestcraft:chaoscookieitem, Печенье "Хаос"
harvestcraft:chocolatebaconitem, Бекон в шоколаде
harvestcraft:lambkebabitem, Кебаб
harvestcraft:nutellaitem, Нутелла
harvestcraft:snickersbaritem, Сникерс
harvestcraft:steamedspinachitem, Шпинат, приготовленный на пару
harvestcraft:vegemiteontoastitem, Веджимайт на тосте
harvestcraft:clamcookeditem, Приготовленный моллюск
harvestcraft:crabcookeditem, Приготовленный краб
harvestcraft:crayfishcookeditem, Приготовленные раки
harvestcraft:frogcookeditem, Приготовленные лягушачьи ножки
harvestcraft:octopuscookeditem, Приготовленный осьминог
harvestcraft:scallopcookeditem, Приготовленный гребешок
harvestcraft:shrimpcookeditem, Приготовленная креветка
harvestcraft:snailcookeditem, Приготовленная улитка
harvestcraft:turtlecookeditem, Приготовленная черепаха
harvestcraft:oystercookeditem, Приготовленная сстрица
harvestcraft:applecideritem, Яблочный сидр
harvestcraft:bangersandmashitem, Сосиски и пюре
harvestcraft:batteredsausageitem, Сосиска в кляре
harvestcraft:batteritem, Кляр
harvestcraft:chorizoitem, Чоризо
harvestcraft:coleslawitem, Капустный салат
harvestcraft:energydrinkitem, Энергетический напиток
harvestcraft:friedonionsitem, Жареный лук
harvestcraft:mincepieitem, Пирог с фаршем
harvestcraft:onionhamburgeritem, Луковый гамбургер
harvestcraft:pepperoniitem, Пеперони
harvestcraft:pickledonionsitem, Маринованный лук
harvestcraft:porksausageitem, Свиная колбаса
harvestcraft:raspberrytrifleitem, Малиновый трайфл
harvestcraft:pumpkinmuffinitem, Тыквенный маффин
harvestcraft:suaderoitem, Суадеро
harvestcraft:turkeyrawitem, Сырая индейка
harvestcraft:turkeycookeditem, Приготовленная индейка
harvestcraft:venisonrawitem, Сырая оленина
harvestcraft:venisoncookeditem, Приготовленная оленина
harvestcraft:strawberrymilkshakeitem, Клубничный молочный коктейль
harvestcraft:chocolatemilkshakeitem, Шоколадный молочный коктейль
harvestcraft:bananamilkshakeitem, Банановый молочный коктейль
harvestcraft:cornflakesitem, Кукурузные хлопья
harvestcraft:roastchickenitem, Жареная курица
harvestcraft:roastpotatoesitem, Жареный картофель
harvestcraft:sundayroastitem, Воскресное жаркое
harvestcraft:bbqpulledporkitem, Барбекю свинины
harvestcraft:lambwithmintsauceitem, Баранина с мятным соусом
harvestcraft:steakandchipsitem, Стейк и чипсы
harvestcraft:cherryicecreamitem, Вишневое мороженое
harvestcraft:pistachioicecreamitem, Фисташковое мороженое
harvestcraft:neapolitanicecreamitem, Неаполитанское мороженое
harvestcraft:spumoniicecreamitem, Мороженое спумони
harvestcraft:almondbutteritem, Миндальное масло
harvestcraft:cashewbutteritem, Масло кешью
harvestcraft:chestnutbutteritem, Каштанное масло
harvestcraft:cornishpastyitem, Корниш паста
harvestcraft:cottagepieitem, Запеканка
harvestcraft:croissantitem, Круассан
harvestcraft:currypowderitem, Карри порошок
harvestcraft:dimsumitem, Дим сум
harvestcraft:friedpecanokraitem, Жареный пекан окра
harvestcraft:gooseberryjellyitem, Желе крыжовника
harvestcraft:gooseberryjellysandwichitem, Бутерброд с крыжовником
harvestcraft:gooseberrymilkshakeitem, Молочный коктейль с крыжовником
harvestcraft:gooseberrypieitem, Пирог из крыжовника
harvestcraft:gooseberrysmoothieitem, Смузи из крыжовника
harvestcraft:gooseberryyogurtitem, Йогурт из крыжовника
harvestcraft:hushpuppiesitem, Хаш паппис
harvestcraft:kimchiitem, Кимчхи
harvestcraft:mochiitem, Моти
harvestcraft:museliitem, Мюсли
harvestcraft:naanitem, Наан
harvestcraft:okrachipsitem, Чипсы окра
harvestcraft:okracreoleitem, Окра креольский
harvestcraft:pistachiobutteritem, Фисташковое масло
harvestcraft:porklomeinitem, Свинина ло мейн
harvestcraft:salmonpattiesitem, Лососевый паштет
harvestcraft:sausageitem, Сосиска
harvestcraft:sausagerollitem, Сосиска в тесте
harvestcraft:sesameballitem, Комок кунжута
harvestcraft:sesamesnapsitem, Кунжутная привязка
harvestcraft:shrimpokrahushpuppiesitem, Креветка свинина окра хаш паппис
harvestcraft:soysauceitem, Соевый соус
harvestcraft:sweetpickleitem, Сладкий рассол
harvestcraft:veggiestripsitem, Вегетарианская полоска
harvestcraft:vindalooitem, Виндалу
harvestcraft:applesmoothieitem, Яблочный смузи
harvestcraft:coconutsmoothieitem, Кокосовый смузи
harvestcraft:cranberrysmoothieitem, Клюквенный смузи
harvestcraft:cranberryyogurtitem, Клюквенный йогурт
harvestcraft:grapesmoothieitem, Виноградный коктейль
harvestcraft:pearsmoothieitem, Грушевое смузи
harvestcraft:pearjellyitem, Грушевое желе
harvestcraft:pearjellysandwichitem, Сэндвич из грушевого желе
harvestcraft:plumsmoothieitem, Сливовое смузи
harvestcraft:plumjellyitem, Сливовое желе
harvestcraft:plumjellysandwichitem, Сэндвич из сливового желе
harvestcraft:honeysandwichitem, Медовый сэндвич
harvestcraft:cheeseontoastitem, Сыр на тосте
harvestcraft:tunapotatoitem, Картофельный тунец
harvestcraft:chocolaterollitem, Шоколадный рулет
harvestcraft:jamrollitem, Джем ролл
harvestcraft:coconutcreamitem, Кокосовый крем
harvestcraft:crackeritem, Крекер
harvestcraft:garammasalaitem, Гарам масала
harvestcraft:paneeritem, Панир
harvestcraft:gravyitem, Соус
harvestcraft:mangochutneyitem, Манго чатни
harvestcraft:marzipanitem, Марципан
harvestcraft:paneertikkamasalaitem, Панир тикка масала
harvestcraft:peaandhamsoupitem, Суп из гороха и ветчины
harvestcraft:potatoandleeksoupitem, Картофельный и луковый суп
harvestcraft:yorkshirepuddingitem, Йоркширский пудинг
harvestcraft:sesameoilitem, Кунжутное масло
harvestcraft:noodlesitem, Лапша
harvestcraft:chickenchowmeinitem, Куриный Чоу мейн
harvestcraft:kungpaochickenitem, Гунбао
harvestcraft:hoisinsauceitem, Чойсин
harvestcraft:fivespiceitem, Пять специй
harvestcraft:charsiuitem, Ча Шао
harvestcraft:sweetandsoursauceitem, Кисло-сладкий соус
harvestcraft:sweetandsourchickenitem, Цыпленок в кисло-сладком соусе
harvestcraft:baconandeggsitem, Бекон с яйцом
harvestcraft:biscuitsandgravyitem, Печеньем и подлива
harvestcraft:applefritteritem, Яблочные оладьи
harvestcraft:sweetteaitem, Сладкий чай
harvestcraft:creepercookieitem, Печенье Крипер
harvestcraft:honeybreaditem, Медовый хлеб
harvestcraft:honeybunitem, Медовая булочка
harvestcraft:honeyglazedcarrotsitem, Медовая глазурованная морковь
harvestcraft:honeyglazedhamitem, Медовая глазурованная ветчина
harvestcraft:honeysoyribsitem, Медовые ребра
harvestcraft:chocovoxelsitem, Печенье с молоком
harvestcraft:cinnamontoastitem, Тост с корицей
harvestcraft:cornedbeefitem, Солонина
harvestcraft:cottoncandyitem, Сахарная вата
harvestcraft:crackersitem, Крекеры
harvestcraft:creeperwingsitem, Криперские крылышки
harvestcraft:dhalitem, Дал
harvestcraft:durianmilkshakeitem, Молочный коктель Дуриан
harvestcraft:durianmuffinitem, Кекс Дуриан
harvestcraft:hotsauceitem, Острый соус
harvestcraft:hummusitem, Хумус
harvestcraft:ironbrewitem, Железное варево
harvestcraft:lasagnaitem, Лазанья
harvestcraft:lemondrizzlecakeitem, Пирог "Лимонный дождь"
harvestcraft:meatloafitem, Мясной рулет
harvestcraft:mushroomlasagnaitem, Грибная лазанья
harvestcraft:musselcookeditem, Жареные мидии
harvestcraft:netherwingsitem, Адские крылышки
harvestcraft:pizzasoupitem, Суп из пиццы
harvestcraft:poutineitem, "Путин"
harvestcraft:salsaitem, Сальса
harvestcraft:sardinesinhotsauceitem, Сардины в остром соусе
harvestcraft:teriyakichickenitem, Курица терияки
harvestcraft:turkishdelightitem, Турецкие сладости
harvestcraft:greeneggsandhamitem, Зеленые яйца и ветчина
harvestcraft:theatreboxitem, Еда для просмотра кино
harvestcraft:cookiesandmilkitem, Печенье и молоко
harvestcraft:crackersandcheeseitem, Крекер с сыром
harvestcraft:chickendinneritem, Курица на ужин
harvestcraft:corndogitem, Сосиска в тесте
harvestcraft:hamandcheesesandwichitem, Сэндвич с ветчиной и сыром
harvestcraft:tunasaladitem, Салат из тунца
harvestcraft:gritsitem, Овсянка
harvestcraft:buttercookieitem, Печенье с маслом
harvestcraft:sugarcookieitem, Сладкое печенье
harvestcraft:potatochipsitem, Картофельные чипсы
harvestcraft:bbqpotatochipsitem, Чипсы (барбекю)
harvestcraft:sourcreamandonionpotatochipsitem, Чипсы (сметана и лук)
harvestcraft:cheddarandsourcreampotatochipsitem, Чипсы (сыр и сметана)
harvestcraft:tortillachipsitem, Начос
harvestcraft:chipsanddipitem, Чипсы c соусом
harvestcraft:cheezepuffsitem, Сырные палочки
harvestcraft:surfandturfitem, Мясо и рыба
harvestcraft:liverandonionsitem, Печень и лук
harvestcraft:fortunecookieitem, Печенье удачи
harvestcraft:deviledeggitem, Фаршированные яйца
harvestcraft:mozzerellasticksitem, Палочки из моцареллы
harvestcraft:succotashitem, Блюдо из молодой кукурузы и бобов
harvestcraft:friedgreentomatoesitem, Жареные зеленые помидоры
harvestcraft:potatoesobrienitem, Картофель О'Брайен
harvestcraft:tatertotsitem, Наггетсы
harvestcraft:smoresitem, Смор
harvestcraft:steakfajitaitem, Стейк Фахита
harvestcraft:ramenitem, Рамен
harvestcraft:misosoupitem, Суп мисо
harvestcraft:onigiriitem, Онигири
harvestcraft:grilledcheesevegemitetoastitem, Паста Веджимайт с сыром
harvestcraft:monsterfrieddumplingsitem, Жареные пельмени из плоти
harvestcraft:crispyricepuffcerealitem, Рис с молоком
harvestcraft:crispyricepuffbarsitem, Слиток риса
harvestcraft:babaganoushitem, Баба гануш
harvestcraft:berryvinaigrettesaladitem, Салат из винограда
harvestcraft:tomatoherbchickenitem, Курица с помидором
harvestcraft:pastagardeniaitem, Паста Гардения
harvestcraft:fiestacornsaladitem, Салат Фиеста
harvestcraft:threebeansaladitem, Салат из бобов
harvestcraft:sweetandsourmeatballsitem, Кисло-сладкие фрикадельки
harvestcraft:pepperjellyitem, Желе из перца
harvestcraft:pepperjellyandcrackersitem, Желе из перца и крекер
harvestcraft:saltedcaramelitem, Соленая карамель
harvestcraft:spidereyepieitem, Пирог с паучьим глазом
harvestcraft:cheesyshrimpquinoaitem, Сырная креветка Квиноа
harvestcraft:bulgogiitem, Пулькоги
harvestcraft:omuriceitem, Омурайсу
harvestcraft:pemmicanitem, Пеммикан
harvestcraft:driedsoupitem, Сушеный суп
harvestcraft:crabkimbapitem, Краб Кимбап
harvestcraft:froglegstirfryitem, Лягушачий Стир-фрай
harvestcraft:haggisitem, Хаггис
harvestcraft:chickenkatsuitem, Курица Катсу
harvestcraft:chocolateorangeitem, Апельсин в шоколаде
harvestcraft:festivalbreaditem, Праздничный хлеб
harvestcraft:fruitcreamfestivalbreaditem, Праздничный хлеб с фруктовым кремом
harvestcraft:phoitem, Пхо
harvestcraft:bubbleteaitem, Чай с пузырьками
harvestcraft:duckrawitem, Сырая утка
harvestcraft:duckcookeditem, Жареная утка
harvestcraft:wontonsoupitem, Китайский суп Вонтон
harvestcraft:springrollitem, Весенний рулет
harvestcraft:meatystirfryitem, Мясной Стир-фрай
harvestcraft:potstickersitem, Голубцы
harvestcraft:orangeduckitem, Утка с апельсиновым соком
harvestcraft:pekingduckitem, Утка по пекински
harvestcraft:stuffedduckitem, Фаршированная утка
harvestcraft:rouxitem, Ру
harvestcraft:candiedpecansitem, Засахаренные орехи
harvestcraft:stuffingitem, Начинка
harvestcraft:greenbeancasseroleitem, Запеканка с фасолью
harvestcraft:hamandpineapplepizzaitem, Пицца с ветчиной и ананасом
harvestcraft:cobblestonecobbleritem, Булжный пирог
harvestcraft:crayfishsaladitem, Салат с раком
harvestcraft:cevicheitem, Севиче
harvestcraft:bakedcactusitem, Запеченный кактус
harvestcraft:garlicsteakitem, Стейк из чеснока
harvestcraft:mushroomsteakitem, Грибной стейк
harvestcraft:hotdishcasseroleitem, Запеканка с мясом и овощями
harvestcraft:sausagebeanmeltitem, Сосиска с фасолью
harvestcraft:mettbrotchenitem, Метт
harvestcraft:porkrindsitem, Шкварки
harvestcraft:cracklinsitem, Шкварки из свиного жира
harvestcraft:chorusfruitsoupitem, Фруктовый суп из хоруса
harvestcraft:akutuqitem, Акутук
harvestcraft:cantonesegreensitem, Кантонская зелень
harvestcraft:earlgreyteaitem, Чай, Эрл Грей, горячий
harvestcraft:eggrollitem, Яичный рулет
harvestcraft:eggtartitem, Яичный пирог
harvestcraft:greenteaitem, Зеленый чай
harvestcraft:meesuaitem, Мисуа
harvestcraft:oystersauceitem, Устричный соус
harvestcraft:squidinkspaghettiitem, Спагетти с чернилами кальмара
harvestcraft:steaktartareitem, Татарский бифштекс
harvestcraft:szechuaneggplantitem, Баклажаны по-сычуаньски
harvestcraft:baconpancakesitem, Блинчики с беконом
harvestcraft:blackpaellaitem, Черная паэлья
harvestcraft:blazingsoupitem, Пылающий суп
harvestcraft:briochebunitem, Булочка Бриош
harvestcraft:chickenpaellaitem, Куриная паэлья
harvestcraft:escargotitem, Эскарго
harvestcraft:gourmetbeefpattyitem, Изысканная говяжья котлета
harvestcraft:gourmetmuttonpattyitem, Изысканная котлета из баранины
harvestcraft:gourmetporkpattyitem, Изысканная свиная котлета
harvestcraft:gourmetvenisonpattyitem, Изысканная котлета из оленины
harvestcraft:guisoitem, Гуисо
harvestcraft:jelliedeelitem, Заливное из угря
harvestcraft:kalechipsitem, Чипсы из листовой капусты
harvestcraft:padthaiitem, Пад тай
harvestcraft:peanutbutterbananasandwichitem, Арахисное масло и банановый сэндвич
harvestcraft:peanutbuttercupitem, Чашка арахисового масла
harvestcraft:pinkelitem, Пинкель
harvestcraft:pitepaltitem, Питепалт
harvestcraft:sauerbratenitem, Кислое жаркое
harvestcraft:slimepieitem, Слизьневый пирог
harvestcraft:strawberryrhubarbpieitem, Клубничный пирог с ревенем
harvestcraft:tiropitaitem, Тиропита
harvestcraft:rosepetalteaitem, Чай с лепестками роз
harvestcraft:potatoskinsitem, Картофельная кожура
harvestcraft:chilidonutitem, Чили пончик
harvestcraft:bbqsauceitem, Соус барбекю
harvestcraft:vanillacupcakeitem, Ванильный кекс
harvestcraft:chocolatecupcakeitem, Шоколадный кекс
harvestcraft:carrotcupcakeitem, Морковный кекс
harvestcraft:redvelvetcupcakeitem, Красный бархатный кекс
harvestcraft:chilicupcakeitem, Чилийский кекс
harvestcraft:peanutbuttercupcakeitem, Кекс с арахисовым маслом
harvestcraft:lemoncupcakeitem, Лимонный кекс
harvestcraft:strawberrycupcakeitem, Клубничный кекс
harvestcraft:mintcupcakeitem, Мятный кекс
harvestcraft:coffeecupcakeitem, Кофейный кекс
harvestcraft:sprinklescupcakeitem, Посыпанный кекс
harvestcraft:caramelcupcakeitem, Карамельный кекс
